h,fullname,last_obs_jd,last_obs,ts_max,ps_max,n_imp,ps_cum,des,v_inf,diameter,range,id,ip
26.11,(2024 LZ4),2460477.5,2024-06-16,0,-7.09,2,-6.98,2024 LZ4,21.3929509772509,0.02,2052-2079,bK24L04Z,1.2484e-07
25.55,(2024 LA),2460468.5,2024-06-07,0,-8.42,1,-8.42,2024 LA,19.02,0.026,2078-2078,bK24L00A,4.563e-09
27.42,(2024 HC),2460473.5,2024-06-12,0,-7.08,34,-6.51,2024 HC,1.90667812975653,0.011,2081-2124,bK24H00C,1.24626084e-05
29.59,(2024 JN16),2460444.5,2024-05-14,0,-8.14,11,-7.95,2024 JN16,7.18079532812866,0.0041,2086-2120,bK24J16N,4.05405e-06
27.54,(2024 QL1),2460563.5,2024-09-10,0,-6.48,9,-6.18,2024 QL1,4.21978283505384,0.011,2104-2120,bK24Q01L,3.433381e-05
28.43,(2024 RC13),2460567.5,2024-09-14,0,-7.54,68,-6.82,2024 RC13,6.83116137494725,0.007,2087-2124,bK24R13C,1.68771042e-05
28.64,(2024 TK13),2460604.5,2024-10-21,0,-8.73,11,-8.35,2024 TK13,8.07503253166595,0.0063,2066-2113,bK24T13K,4.707106e-07
27.46,(2024 RL8),2460564.5,2024-09-11,0,-7.48,20,-6.94,2024 RL8,13.217293576531,0.011,2066-2124,bK24R08L,2.213508e-06
24.85,(2019 GX186),2458581.5,2019-04-08,0,-5.84,7,-5.56,2019 GX186,21.6973394099888,0.0363,2034-2083,bK19GI6X,7.016579e-07
25.93,(2024 MS1),2460490.5,2024-06-29,0,-5.39,5,-5.27,2024 MS1,15.5993462452173,0.022,2102-2123,bK24M01S,2.261276e-05
25.48,(2024 MH1),2460646.5,2024-12-02,0,-10.61,1,-10.61,2024 MH1,6.05,0.027,2104-2104,bK24M01H,1.008e-10
26.84,(2024 WA),2460645.5,2024-12-01,0,-7.63,9,-7.01,2024 WA,8.89466201446958,0.014,2066-2080,bK24W00A,8.88899e-07
27.65,(2024 WU24),2460643.5,2024-11-29,0,-6.27,3,-6.26,2024 WU24,10.0604423318435,0.01,2081-2086,bK24W24U,1.316229e-05
27.92,(2024 US),2460624.5,2024-11-10,0,-9.69,1,-9.69,2024 US,7.64,0.0088,2120-2120,bK24U00S,1.342e-08
27.50,(2024 WT3),2460645.5,2024-12-01,0,-8.02,5,-7.98,2024 WT3,10.495075621415,0.011,2079-2123,bK24W03T,2.046378e-07
28.55,(2024 RH6),2460559.5,2024-09-06,0,-7.77,11,-7.42,2024 RH6,10.5420998483571,0.0066,2066-2089,bK24R06H,2.178143e-06
30.15,(2020 MQ61),2459017.5,2020-06-17,0,-7.72,8,-7.40,2020 MQ61,13.1465001103746,0.00318,2047-2112,bK20M61Q,6.844873e-06
27.52,(2014 QJ365),2456901.5,2014-09-01,0,-8.47,6,-8.22,2014 QJ365,11.9637146002673,0.011,2106-2121,bK14Qa5J,1.740338e-07
27.56,(2024 QQ),2460551.5,2024-08-29,0,-6.58,2,-6.56,2024 QQ,5.04355833242388,0.01,2046-2122,bK24Q00Q,3.6652e-06
27.23,(2024 PR5),2460536.5,2024-08-14,0,-5.46,22,-5.32,2024 PR5,20.2576903344095,0.012,2107-2124,bK24P05R,5.7675462e-05
27.03,(2022 PC2),2459823.5,2022-09-01,0,-8.50,1,-8.50,2022 PC2,3.76,0.013,2121-2121,bK22P02C,9.737e-08
26.40,(2024 SO4),2460591.5,2024-10-08,0,-6.33,5,-6.12,2024 SO4,10.5099766566279,0.018,2111-2120,bK24S04O,6.793363e-06
25.85,(2024 SQ),2460581.5,2024-09-28,0,-5.87,9,-5.66,2024 SQ,12.6245636226679,0.023,2084-2122,bK24S00Q,9.1512533e-06
28.37,(2024 RK13),2460569.5,2024-09-16,0,-8.95,2,-8.78,2024 RK13,5.27638379039804,0.0072,2075-2119,bK24R13K,1.3893e-07
29.27,(2024 RP1),2460563.5,2024-09-10,0,-7.15,42,-6.93,2024 RP1,6.37179841543408,0.0047,2094-2124,bK24R01P,2.960306e-05
29.23,(2024 TB7),2460592.5,2024-10-09,0,-7.86,14,-7.74,2024 TB7,7.80905323515005,0.0048,2086-2124,bK24T07B,3.5562199e-06
27.82,(2024 RQ10),2460567.5,2024-09-14,0,-5.69,8,-5.69,2024 RQ10,11.0508590617018,0.0092,2096-2117,bK24R10Q,7.12578059e-05
28.01,(2024 RQ5),2460568.5,2024-09-15,0,-7.88,2,-7.88,2024 RQ5,5.6794527991912,0.00849,2065-2115,bK24R05Q,4.7478e-07
27.09,(2024 RW13),2460566.5,2024-09-13,0,-4.97,23,-4.55,2024 RW13,22.2856291985257,0.013,2085-2117,bK24R13W,0.000189269118
28.84,(2024 RA16),2460565.5,2024-09-12,0,-7.80,5,-7.57,2024 RA16,1.24133280497625,0.0058,2097-2116,bK24R16A,5.50133e-06
27.51,(2024 RN2),2460567.5,2024-09-14,0,-7.76,7,-7.55,2024 RN2,7.93717463552091,0.011,2086-2124,bK24R02N,1.0424878e-06
27.41,(2024 SN1),2460591.5,2024-10-08,0,-7.50,1,-7.50,2024 SN1,16.04,0.011,2078-2078,bK24S01N,3.613e-07
27.59,(2024 TG5),2460593.5,2024-10-10,0,-9.12,1,-9.12,2024 TG5,7.67,0.01,2075-2075,bK24T05G,1.806e-08
28.67,(2019 TX),2458759.5,2019-10-03,0,-9.24,5,-9.04,2019 TX,7.04593236698323,0.0063,2061-2101,bK19T00X,5.8019e-08
27.68,(2024 RB3),2460560.5,2024-09-07,0,-5.39,14,-5.38,2024 RB3,13.9297862530739,0.0099,2083-2122,bK24R03B,0.000127986823
29.08,(2024 RL3),2460562.5,2024-09-09,0,-8.86,1,-8.86,2024 RL3,6.77,0.0052,2035-2035,bK24R03L,3.584e-08
25.01,(2024 RZ21),2460573.5,2024-09-20,0,-9.77,1,-9.77,2024 RZ21,17.01,0.034,2114-2114,bK24R21Z,2.183e-10
27.80,(2024 RC16),2460565.5,2024-09-12,0,-5.26,1,-5.26,2024 RC16,18.14,0.0093,2062-2062,bK24R16C,5.958e-05
27.17,(2024 RE16),2460565.5,2024-09-12,0,-6.68,1,-6.68,2024 RE16,22.10,0.012,2046-2046,bK24R16E,4.962e-07
26.71,(2024 RY10),2460566.5,2024-09-13,0,-7.57,1,-7.57,2024 RY10,5.22,0.015,2081-2081,bK24R10Y,3.148e-07
28.92,(2024 SL1),2460582.5,2024-09-29,0,-8.06,16,-7.87,2024 SL1,7.99836563020499,0.0056,2110-2123,bK24S01L,2.6400751e-06
27.56,(2024 RF10),2460586.5,2024-10-03,0,-4.88,20,-4.74,2024 RF10,8.76679660377157,0.01,2092-2118,bK24R10F,0.000526086756
24.63,(2024 TC22),2460596.5,2024-10-13,0,-6.84,2,-6.59,2024 TC22,27.3611065907242,0.04,2090-2111,bK24T22C,9.832e-08
28.90,(2024 RA5),2460566.5,2024-09-13,0,-7.97,5,-7.83,2024 RA5,3.37833307742773,0.0056,2115-2120,bK24R05A,3.58205e-06
29.17,(2024 RS16),2460567.5,2024-09-14,0,-7.21,37,-6.82,2024 RS16,11.3146062851143,0.005,2096-2118,bK24R16S,2.5819928e-05
29.34,(2024 UD1),2460608.5,2024-10-25,0,-10.31,1,-10.31,2024 UD1,7.73,0.0046,2123-2123,bK24U01D,1.584e-08
26.91,(2024 RZ3),2460594.5,2024-10-11,0,-8.68,3,-8.49,2024 RZ3,2.53989252254648,0.014,2102-2121,bK24R03Z,7.48343e-08
25.88,(2024 SN8),2460590.5,2024-10-07,0,-5.80,21,-5.66,2024 SN8,13.7800231727783,0.023,2078-2124,bK24S08N,7.6793554e-06
29.67,(2024 ST),2460581.5,2024-09-28,0,-7.40,59,-6.90,2024 ST,11.4042375081397,0.00394,2068-2122,bK24S00T,3.86025911e-05
27.88,(2021 UG2),2459518.5,2021-10-31,0,-7.72,12,-7.19,2021 UG2,13.0419822387282,0.009,2075-2119,bK21U02G,2.1505442e-06
23.95,(2022 MK1),2459877.5,2022-10-25,0,-5.19,10,-4.92,2022 MK1,6.435183646348,0.055,2099-2123,bK22M01K,9.22534e-06
25.01,(2024 RH2),2460586.5,2024-10-03,0,-7.05,3,-6.86,2024 RH2,4.72769435818517,0.034,2100-2117,bK24R02H,3.6389e-07
27.61,(2024 TT),2460591.5,2024-10-08,0,-7.76,6,-7.71,2024 TT,7.06826581651075,0.01,2080-2121,bK24T00T,7.72721e-07
28.38,(2024 TG),2460587.5,2024-10-04,0,-7.36,2,-7.32,2024 TG,10.3910583689803,0.00719,2089-2096,bK24T00G,2.8988e-06
24.56,(2024 TH),2460592.5,2024-10-09,0,-6.93,1,-6.93,2024 TH,10.75,0.041,2112-2112,bK24T00H,1.390e-07
30.74,(2024 TQ9),2460593.5,2024-10-10,0,-8.37,18,-7.84,2024 TQ9,6.91218241214404,0.0024,2056-2111,bK24T09Q,1.2229734e-05
27.67,(2024 TK5),2460591.5,2024-10-08,0,-3.63,1,-3.63,2024 TK5,8.93,0.0099,2028-2028,bK24T05K,3.347e-04
25.89,(2010 TW149),2455484.5,2010-10-15,0,-6.27,32,-5.57,2010 TW149,17.0713047897494,0.0227,2071-2107,bK10TE9W,6.800314e-06
26.50,(2014 HJ198),2456774.5,2014-04-27,0,-9.05,2,-9.02,2014 HJ198,22.51176917965,0.017,2106-2111,bK14HJ8J,4.0629e-09
30.08,(2015 WP2),2457349.5,2015-11-23,0,-6.56,30,-6.32,2015 WP2,12.6207799644318,0.0033,2077-2121,bK15W02P,0.0001985615878
27.19,(2024 TO6),2460595.5,2024-10-12,0,-7.82,3,-7.78,2024 TO6,17.4280942960423,0.012,2058-2113,bK24T06O,9.6547e-08
27.92,(2024 TU8),2460595.5,2024-10-12,0,-9.58,3,-9.43,2024 TU8,10.7239332840705,0.0088,2059-2104,bK24T08U,9.473e-09
25.16,(2024 WD18),2460735.5,2025-03-01,0,-7.34,1,-7.34,2024 WD18,8.08,0.032,2119-2119,bK24W18D,1.318e-07
21.71,(2024 TW17),2460623.5,2024-11-09,0,-4.88,6,-4.45,2024 TW17,20.704051423891,0.15,2118-2124,bK24T17W,1.0286075e-06
30.74,(2024 TL2),2460588.5,2024-10-05,0,-7.92,11,-7.75,2024 TL2,8.71853562389416,0.0024,2078-2121,bK24T02L,1.4637114e-05
28.60,(2024 TY13),2460591.5,2024-10-08,0,-7.37,6,-7.34,2024 TY13,18.8401323119038,0.0065,2062-2083,bK24T13Y,1.6477429e-06
27.12,(2024 UG21),2460607.5,2024-10-24,0,-7.81,16,-7.06,2024 UG21,13.4124455688054,0.013,2086-2114,bK24U21G,1.192974e-06
29.93,(2024 UB11),2460616.5,2024-11-02,0,-7.59,3,-7.58,2024 UB11,14.3996461796024,0.0035,2095-2124,bK24U11B,7.20959e-06
26.83,(2025 HJ5),2460797.5,2025-05-02,0,-7.62,1,-7.62,2025 HJ5,6.95,0.015,2124-2124,bK25H05J,5.100e-07
28.34,(2024 UK4),2460609.5,2024-10-26,0,-8.79,2,-8.53,2024 UK4,12.2264396316162,0.00726,2101-2115,bK24U04K,1.9762e-07
26.16,(2024 UN2),2460608.5,2024-10-25,0,-6.44,14,-6.15,2024 UN2,10.2532567664277,0.02,2086-2122,bK24U02N,4.105342e-06
26.99,(2024 UL1),2460614.5,2024-10-31,0,-7.34,3,-7.17,2024 UL1,10.5000686078979,0.014,2117-2122,bK24U01L,1.2535e-06
26.58,(2024 UN),2460613.5,2024-10-30,0,-8.97,3,-8.63,2024 UN,14.0631177687894,0.016,2108-2118,bK24U00N,2.1262e-08
28.59,(2020 BB),2458874.5,2020-01-26,0,-9.43,2,-9.42,2020 BB,3.43054606956156,0.0065,2114-2123,bK20B00B,6.1787e-08
28.36,(2021 CZ7),2459260.5,2021-02-15,0,-6.48,5,-6.31,2021 CZ7,9.07498081240517,0.0072,2040-2117,bK21C07Z,1.956733e-05
26.36,(2024 VK2),2460646.5,2024-12-02,0,-4.58,8,-4.57,2024 VK2,8.74999021851102,0.018,2100-2123,bK24V02K,0.00022617211
27.17,(2024 UN8),2460624.5,2024-11-10,0,-6.07,5,-6.06,2024 UN8,4.91755231690497,0.012,2069-2107,bK24U08N,1.3527033e-05
23.27,(2020 UL3),2460846.5,2025-06-20,0,-4.23,3,-3.98,2020 UL3,10.1843707871347,0.075,2122-2124,bK20U03L,3.45519e-05
26.68,(2019 BB5),2458521.5,2019-02-07,0,-9.40,2,-9.31,2019 BB5,7.23213215974777,0.016,2109-2119,bK19B05B,7.612e-09
28.26,(2024 UB5),2460614.5,2024-10-31,0,-7.46,19,-7.00,2024 UB5,11.1506304664432,0.00759,2088-2124,bK24U05B,6.129557e-06
30.83,(2025 DW),2460726.5,2025-02-20,0,-6.17,29,-5.98,2025 DW,7.48721093676594,0.0023,2081-2125,bK25D00W,0.0015349276602
30.30,(2024 UW7),2460614.5,2024-10-31,0,-8.05,55,-7.52,2024 UW7,15.6027046461585,0.00295,2056-2124,bK24U07W,1.0801461e-05
31.33,(2025 SB21),2460946.5,2025-09-28,0,-8.86,16,-8.40,2025 SB21,7.87519237042025,0.00182,2059-2120,bK25S21B,8.1248302e-06
25.52,(2024 UU),2460627.5,2024-11-13,0,-5.62,2,-5.62,2024 UU,11.5899699551722,0.027,2088-2110,bK24U00U,5.513761e-06
29.25,(2024 UV7),2460616.5,2024-11-02,0,-6.97,141,-6.31,2024 UV7,11.1580190961383,0.0048,2093-2124,bK24U07V,9.92600059e-05
29.70,(2024 VR4),2460646.5,2024-12-02,0,-6.99,60,-6.43,2024 VR4,2.29283056526545,0.0039,2090-2124,bK24V04R,0.000202056521
28.74,(2024 UD8),2460615.5,2024-11-01,0,-7.64,22,-7.45,2024 UD8,17.9244378772514,0.00608,2081-2123,bK24U08D,2.0111755e-06
25.43,(2024 VC4),2460628.5,2024-11-14,0,-4.64,3,-4.46,2024 VC4,19.6742757642998,0.028,2046-2055,bK24V04C,1.6224e-05
26.63,(2024 VA2),2460622.5,2024-11-08,0,-8.81,1,-8.81,2024 VA2,16.44,0.016,2123-2123,bK24V02A,1.332e-08
27.38,(2024 VF),2460645.5,2024-12-01,0,-6.02,5,-5.72,2024 VF,4.34038155621976,0.011,2110-2121,bK24V00F,7.5375524e-05
31.03,(2024 VO),2460617.5,2024-11-03,0,-9.13,5,-8.90,2024 VO,2.55962351259722,0.0021,2111-2119,bK24V00O,3.0086e-06
24.64,(2024 WQ2),2460639.5,2024-11-25,0,-6.46,2,-6.32,2024 WQ2,16.9987606251714,0.04,2064-2068,bK24W02Q,1.8235e-07
27.43,(2024 VK3),2460629.5,2024-11-15,0,-8.31,2,-8.12,2024 VK3,11.0931291028446,0.011,2120-2120,bK24V03K,2.2393e-07
29.33,(2024 UD11),2460615.5,2024-11-01,0,-7.06,13,-6.78,2024 UD11,14.2505155005455,0.0046,2085-2114,bK24U11D,2.1672334e-05
27.29,(2024 XH),2460648.5,2024-12-04,0,-6.71,3,-6.56,2024 XH,11.0273124456507,0.012,2070-2078,bK24X00H,3.7949e-06
31.87,(2022 SK333),2459844.5,2022-09-22,0,-7.72,39,-7.53,2022 SK333,10.934580338045,0.0014,2033-2121,bK22SX3K,2.74310546e-05
27.65,(2025 HL1),2460790.5,2025-04-25,0,-10.56,1,-10.56,2025 HL1,5.91,0.01,2122-2122,bK25H01L,1.502e-09
31.96,(2023 HW39),2460051.5,2023-04-17,0,-6.84,19,-6.49,2023 HW39,7.38568131849869,0.0014,2042-2123,bK23H39W,0.0008791653957
31.87,(2020 ME63),2459023.5,2020-06-23,0,-9.51,4,-9.35,2020 ME63,8.59796061482096,0.0014,2056-2119,bK20M63E,1.39748e-06
32.47,(2020 NW8),2459039.5,2020-07-09,0,-8.63,71,-7.74,2020 NW8,9.10437010294545,0.0011,2037-2122,bK20N08W,9.7940123e-05
30.36,(2021 NF90),2459410.5,2021-07-15,0,-6.23,2,-6.14,2021 NF90,14.4263376446562,0.0029,2070-2070,bK21N90F,0.00020566
28.48,(2024 UB1),2460613.5,2024-10-30,0,-6.87,40,-6.22,2024 UB1,7.86482226026396,0.0068,2095-2124,bK24U01B,6.6237777e-05
29.80,(2024 WJ),2460643.5,2024-11-29,0,-8.04,58,-7.04,2024 WJ,3.72818629888759,0.0037,2084-2124,bK24W00J,5.4366841e-05
25.70,(2013 WZ44),2456648.5,2013-12-22,0,-5.64,5,-5.47,2013 WZ44,12.5529973711725,0.025,2111-2117,bK13W44Z,1.2505575e-05
26.12,(2014 WC201),2456992.5,2014-12-01,0,-7.00,11,-6.57,2014 WC201,11.2700460572555,0.02,2098-2121,bK14WK1C,1.824034e-06
28.63,(2024 VP4),2460634.5,2024-11-20,0,-6.16,94,-5.97,2024 VP4,3.38415170407963,0.0064,2072-2124,bK24V04P,0.0001762267387
31.61,(2024 XA),2460645.5,2024-12-01,0,-9.21,1,-9.21,2024 XA,8.98,0.0016,2043-2043,bK24X00A,4.034e-07
26.08,(2024 WS1),2460638.5,2024-11-24,0,-6.73,1,-6.73,2024 WS1,40.25,0.021,2045-2045,bK24W01S,5.453e-08
29.31,(2024 WV1),2460638.5,2024-11-24,0,-7.31,7,-7.22,2024 WV1,9.57644785621088,0.0047,2086-2118,bK24W01V,1.255394e-05
29.34,(2024 WG12),2460646.5,2024-12-02,0,-8.25,42,-7.56,2024 WG12,5.51419484320175,0.0046,2096-2124,bK24W12G,9.343472e-06
26.45,(2024 XA6),2460650.5,2024-12-06,0,-7.80,1,-7.80,2024 XA6,15.32,0.017,2099-2099,bK24X06A,9.244e-08
26.41,(2024 XC),2460655.5,2024-12-11,0,-6.72,9,-6.37,2024 XC,14.8414195769202,0.018,2111-2124,bK24X00C,3.29725e-06
28.74,(2024 XS8),2460651.5,2024-12-07,0,-5.83,67,-5.34,2024 XS8,9.02742506050279,0.00606,2089-2122,bK24X08S,0.0005237157469
26.80,(2024 XK2),2460668.5,2024-12-24,0,-9.31,1,-9.31,2024 XK2,4.85,0.015,2103-2103,bK24X02K,9.093e-09
19.80,(2010 MY112),2455372.5,2010-06-25,0,-4.87,31,-4.43,2010 MY112,23.5333544457798,0.37,2027-2122,bK10MB2Y,1.35623e-08
29.73,(2024 YR6),2460672.5,2024-12-28,0,-7.39,60,-6.96,2024 YR6,6.49481412302579,0.0038,2043-2124,bK24Y06R,3.30137045e-05
26.77,(2024 WM3),2460651.5,2024-12-07,0,-9.15,1,-9.15,2024 WM3,8.68,0.015,2107-2107,bK24W03M,1.036e-08
28.06,(2024 XD11),2460677.5,2025-01-02,0,-6.40,7,-6.39,2024 XD11,3.38052320197362,0.0083,2077-2121,bK24X11D,2.1518191e-05
25.34,(2025 CL3),2460719.5,2025-02-13,0,-4.07,11,-4.07,2025 CL3,12.8892670034323,0.029,2064-2088,bK25C03L,9.6010586e-05
27.91,(2024 YA5),2460672.5,2024-12-28,0,-9.21,1,-9.21,2024 YA5,16.44,0.0089,2069-2069,bK24Y05A,1.002e-08
25.54,(2024 YB),2460697.5,2025-01-22,0,-5.74,2,-5.73,2024 YB,3.93956569064983,0.026,2090-2091,bK24Y00B,7.3496e-06
29.34,(2025 HO),2460789.5,2025-04-24,0,-8.33,35,-7.68,2025 HO,11.2860915618488,0.0046,2056-2124,bK25H00O,3.7463704e-06
27.26,(2024 YC),2460667.5,2024-12-23,0,-9.23,1,-9.23,2024 YC,6.29,0.012,2112-2112,bK24Y00C,1.846e-08
27.09,(2024 YP),2460668.5,2024-12-24,0,-8.75,1,-8.75,2024 YP,6.66,0.013,2120-2120,bK24Y00P,4.913e-08
29.65,(2025 BD1),2460696.5,2025-01-21,0,-9.97,1,-9.97,2025 BD1,7.01,0.004,2121-2121,bK25B01D,4.902e-08
25.52,(2017 YE8),2458133.5,2018-01-15,0,-6.28,8,-6.15,2017 YE8,14.2184886195073,0.027,2113-2118,bK17Y08E,1.973904e-06
27.26,(2024 YD),2460664.5,2024-12-20,0,-7.33,5,-6.88,2024 YD,10.515747369676,0.012,2115-2123,bK24Y00D,3.3551e-06
27.51,(2024 VS),2460622.5,2024-11-08,0,-7.06,4,-7.06,2024 VS,11.6197171366619,0.011,2085-2119,bK24V00S,1.74328e-06
25.31,(2024 YH),2460669.5,2024-12-25,0,-5.57,28,-5.07,2024 YH,10.3007353588572,0.029,2067-2120,bK24Y00H,2.269273e-05
24.94,(2024 YH7),2460673.5,2024-12-29,0,-6.11,1,-6.11,2024 YH7,26.74,0.035,2069-2069,bK24Y07H,2.553e-07
27.60,(2025 BA1),2460696.5,2025-01-21,0,-4.02,22,-4.01,2025 BA1,13.376278490226,0.01,2032-2116,bK25B01A,0.000202606852
26.16,(2024 YX8),2460680.5,2025-01-05,0,-7.76,2,-7.72,2024 YX8,19.617673657397,0.02,2110-2118,bK24Y08X,7.5767e-08
27.80,(2024 YE9),2460675.5,2024-12-31,0,-8.72,3,-8.59,2024 YE9,14.3823242591965,0.0093,2073-2107,bK24Y09E,5.3118e-08
27.11,(2025 AB),2460678.5,2025-01-03,0,-8.48,1,-8.48,2025 AB,11.32,0.013,2122-2122,bK25A00B,6.882e-08
29.52,(2021 TK208),2459497.5,2021-10-10,0,-9.39,12,-9.03,2021 TK208,17.0569220654172,0.00419,2030-2089,bK21TK8K,5.14085e-08
25.67,(2024 YN9),2460677.5,2025-01-02,0,-6.80,3,-6.78,2024 YN9,10.657533732287,0.025,2107-2118,bK24Y09N,7.0852e-07
26.25,(2024 YW9),2460683.5,2025-01-08,0,-8.63,1,-8.63,2024 YW9,7.91,0.019,2104-2104,bK24Y09W,1.939e-08
29.97,(2025 AH4),2460678.5,2025-01-03,0,-7.39,67,-6.76,2025 AH4,14.7283799019395,0.0034,2044-2125,bK25A04H,4.79904636e-05
28.22,(2025 BN6),2460714.5,2025-02-08,0,-7.59,30,-6.91,2025 BN6,8.33438518387366,0.0077,2072-2124,bK25B06N,8.3329662e-06
26.37,(2025 BN),2460715.5,2025-02-09,0,-7.52,1,-7.52,2025 BN,11.65,0.018,2105-2105,bK25B00N,2.244e-07
29.20,(2025 BP4),2460701.5,2025-01-26,0,-8.12,1,-8.12,2025 BP4,21.86,0.0049,2063-2063,bK25B04P,3.086e-07
26.81,(2025 BT2),2460697.5,2025-01-22,0,-5.05,1,-5.05,2025 BT2,16.68,0.015,2044-2044,bK25B02T,1.709e-05
28.54,(2025 BT4),2460705.5,2025-01-30,0,-9.24,1,-9.24,2025 BT4,5.90,0.0066,2107-2107,bK25B04T,7.066e-08
26.52,(2025 CX),2460714.5,2025-02-08,0,-6.44,8,-6.39,2025 CX,15.9131727426215,0.017,2074-2111,bK25C00X,2.8260414e-06
26.98,(2025 CM),2460710.5,2025-02-04,0,-8.07,3,-7.91,2025 CM,6.32254700546228,0.014,2112-2121,bK25C00M,2.88158e-07
27.72,(2025 CM1),2460714.5,2025-02-08,0,-7.17,8,-7.01,2025 CM1,8.28978963323963,0.0097,2110-2124,bK25C01M,4.831847e-06
30.33,(2025 CR1),2460712.5,2025-02-06,0,-11.19,1,-11.19,2025 CR1,5.65,0.0029,2076-2076,bK25C01R,3.678e-09
25.78,(2024 YM12),2460680.5,2025-01-05,0,-7.25,2,-7.01,2024 YM12,16.11,0.024,2068-2085,bK24Y12M,1.7417e-07
28.76,(2025 AO),2460677.5,2025-01-02,0,-7.10,18,-6.65,2025 AO,9.79822014708102,0.006,2080-2120,bK25A00O,2.05764418e-05
17.63,(2010 ER12),2455262.5,2010-03-07,0,-4.18,8,-3.87,2010 ER12,23.8737356365002,1.01,2026-2094,bK10E12R,1.3315e-09
28.24,(2025 CY2),2460734.5,2025-02-28,0,-6.93,83,-6.04,2025 CY2,3.21206545091602,0.0076,2064-2124,bK25C02Y,7.30067032e-05
25.08,(2025 DE1),2460754.5,2025-03-20,0,-5.56,2,-5.47,2025 DE1,11.78,0.033,2067-2078,bK25D01E,3.3178e-06
23.92,(2025 HD2),2460815.5,2025-05-20,0,-5.76,3,-5.71,2025 HD2,13.089991307373,0.056,2111-2120,bK25H02D,9.494253e-07
25.23,(2025 DJ5),2460792.5,2025-04-27,0,-7.03,1,-7.03,2025 DJ5,8.22,0.03,2117-2117,bK25D05J,2.875e-07
30.21,(2025 DK1),2460727.5,2025-02-21,0,-8.21,2,-8.20,2025 DK1,15.2706771245973,0.0031,2073-2073,bK25D01K,1.51464e-06
26.64,(2025 DT2),2460935.5,2025-09-17,0,-3.79,12,-3.79,2025 DT2,9.73996530175163,0.016,2044-2071,bK25D02T,0.00044285809
24.67,(2025 SU3),2460942.5,2025-09-24,0,-5.23,6,-4.89,2025 SU3,8.60526165922119,0.039,2087-2125,bK25S03U,1.754534e-05
31.82,(2025 SU4),2460942.5,2025-09-24,0,-9.58,11,-9.15,2025 SU4,7.04595130713642,0.0015,2092-2125,bK25S04U,3.62969e-06
26.54,(2025 TA),2460965.5,2025-10-17,0,-6.54,5,-6.39,2025 TA,8.31441515755,0.017,2093-2121,bK25T00A,5.05649e-06
23.98,(2024 YR4),2460806.5,2025-05-11,0,-4.21,1,-4.21,2024 YR4,12.95,0.054,2047-2047,bK24Y04R,8.145e-06
28.31,(2025 DC50),2460733.5,2025-02-27,0,-8.54,6,-8.43,2025 DC50,12.3834843485224,0.00739,2079-2123,bK25D50C,1.622243e-07
28.61,(2025 DT1),2460733.5,2025-02-27,0,-4.83,40,-4.82,2025 DT1,7.61003643608991,0.0064,2072-2123,bK25D01T,0.0010419558214
26.90,(2025 EQ2),2460756.5,2025-03-22,0,-7.92,2,-7.92,2025 EQ2,5.84,0.014,2078-2078,bK25E02Q,1.59378e-07
25.01,(2025 DT4),2460738.5,2025-03-04,0,-4.72,9,-4.41,2025 DT4,17.5552189654251,0.034,2102-2121,bK25D04T,4.86195503e-05
29.31,(2025 DT5),2460726.5,2025-02-20,0,-8.10,9,-7.64,2025 DT5,11.6320427936847,0.00465,2057-2101,bK25D05T,2.32324e-06
30.74,(2025 EX1),2460740.5,2025-03-06,0,-9.49,1,-9.49,2025 EX1,5.19,0.0024,2122-2122,bK25E01X,5.667e-07
27.27,(2025 DZ4),2460730.5,2025-02-24,0,-7.83,1,-7.83,2025 DZ4,17.83,0.012,2058-2058,bK25D04Z,7.906e-08
29.39,(2025 CB8),2460711.5,2025-02-05,0,-6.68,55,-6.33,2025 CB8,5.07848222505965,0.00448,2077-2124,bK25C08B,0.000141037801
25.19,(2025 DS3),2460738.5,2025-03-04,0,-7.79,2,-7.78,2025 DS3,16.6709382730478,0.031,2077-2077,bK25D03S,1.54017e-08
25.63,(2025 DL22),2460744.5,2025-03-10,0,-6.99,9,-6.55,2025 DL22,10.5130173536329,0.025,2099-2124,bK25D22L,1.089743e-06
26.63,(2025 HG),2460784.5,2025-04-19,0,-4.46,10,-4.42,2025 HG,12.5879698322898,0.016,2072-2124,bK25H00G,0.0002196587
30.73,(2025 FN7),2460760.5,2025-03-26,0,-7.43,26,-7.23,2025 FN7,7.45933680203259,0.0024,2081-2124,bK25F07N,7.2995278e-05
25.27,(2025 FR),2460768.5,2025-04-03,0,-5.98,6,-5.89,2025 FR,15.1283597784936,0.03,2115-2122,bK25F00R,2.5333621e-06
28.39,(2025 FZ6),2460757.5,2025-03-23,0,-6.74,6,-6.66,2025 FZ6,20.249580934075,0.00714,2038-2107,bK25F06Z,1.9370222e-06
27.38,(2025 DM2),2460730.5,2025-02-24,0,-7.50,5,-7.37,2025 DM2,15.1316708280826,0.011,2100-2112,bK25D02M,7.568738e-07
27.64,(2025 FC1),2460756.5,2025-03-22,0,-4.83,31,-4.76,2025 FC1,18.6396282452098,0.01,2103-2112,bK25F01C,0.0003207666939
29.65,(2025 FK14),2460757.5,2025-03-23,0,-5.00,14,-5.00,2025 FK14,8.37012804363956,0.004,2080-2090,bK25F14K,0.00243006682
